Id,Title,Type,Geography,Geography ISO,Frameworks,Responses,Instruments,Document Types,Natural Hazards,Keywords,Sectors,Events,Documents,Parent Legislation,Description
9766,Hydrogen Economy Promotion and Hydrogen Safety Management Act,legislative,South Korea,KOR,"",Mitigation,"Zoning & Spatial Planning|Regulation;Subsidies|Economic;Capacity building|Governance;Institutional mandates|Governance;Processes, plans and strategies|Governance;Research & Development, knowledge generation|Information",Act,"",Hydrogen,Energy,04/02/2020|Approved||;04/02/2021|Entry into force||,Full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcmtOIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--7f85bb800939705874885f1a949f3d51f3a5df4b/lsPdfPrint.do.pdf|ko,,"This document aims to contribute to the development of the national economy and securing public safety by establishing a foundation for promoting the implementation of the hydrogen economy, promoting systematic development of the hydrogen industry, and establishing matters related to the safety management of hydrogen.<br><br>Article 6 creates the Hydrogen Economy Committee under leadership of the Prime Minister."
10464,Carbon Neutral Green Growth Framework Act to tackle the Climate Crisis,legislative,South Korea,KOR,Mitigation,Adaptation;Mitigation,"Green procurement|Direct Investment;Capacity building|Governance;Institutional mandates|Governance;Processes, plans and strategies|Governance;Subnational and citizen participation|Governance;MRV|Governance;International cooperation|Governance",Act,"",Net Zero,Economy-wide,24/09/2021|Approved||;25/03/2022|Entry into force||,Link to full text on official website|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20220325&lsiSeq=235581#0000|ko,,"This Act commits South Korea to achieving carbon neutrality by 2050. It widely updates rules and commitments made under the <a href=""https://climate-laws.org/geographies/south-korea/laws/framework-act-on-low-carbon-green-growth-regulated-by-enforcement-decree-of-the-framework-act-on-low-carbon-green-growth"">Framework Act on Low Carbon Green Growth</a>.&nbsp;<br><br>Art 3 stipulates that a transition to a carbon-neutral society and green growth shall be promoted according to the following criteria: 1) the principle of intergenerational equity, 2)&nbsp; a comprehensive crisis response strategy that take into account external circumstances and the economic landscape, 3) establish adaptation and mitigation policies that are comprehensive of all sectors and based on scientific predictions, 4) climate justice and just transition, 5) the polluter pays principle by reorganizing the tax system and financial system, 6)&nbsp; strengthening investment and support for green technologies and green industries with high growth potential and competitiveness, and create jobs, 7) ensure democratic participation, and 8) actively participate in the efforts of the international community to limit the increase in global average temperature to a maximum of 1.5 degrees Celsius compared to pre-industrial levels, do not undermine environmental and social justice in developing countries, and Strengthen cooperation to support the response.<br><br>Art 4 sets obligations to the State and local governments. Notably, it states that the State and local governments shall endeavor to reflect the basic principles under Article 3 in all sectors such as economy, society, education, and culture, and improve relevant laws and regulations and finance All conditions such as investment, establishment of facilities and systems must be prepared.<br>Art 5 defines responsibilities of Public Institutions, Businesses and Citizens.<br><br>The Act requires the government to cut its greenhouse gas emissions in 2030 by 35% or more from the 2018 levels and consists of several policy measures to achieve carbon neutrality by 2050 (chapter 2).<br><br>The Act establishes:<br>- the national carbon-neutral green growth master plan (chapter 3)<br>- the 2050 Carbon Neutral Green Growth Committee (chapter 4)&nbsp;<br>- the Climate Response Fund (Chapter 10) in order to effectively respond to the climate crisis and secure the financial resources necessary to promote the transition to a carbon-neutral society and green growth<br><br>The Act sets a range of adaptation obligations to the State (chapter 6). Those shall include:<br>1. Matters concerning the improvement of monitoring, prediction, provision and utilization of climate crises;<br>2. Matters concerning the assessment of the impact and vulnerability of climate crisis by sector and region;<br>3. Matters concerning adaptation measures to climate crisis by sector and region;<br>4. Matters concerning the prevention of disasters for the vulnerable classes, regions, etc. due to the climate crisis;<br>5. Matters concerning international agreements for adaptation to the climate crisis, etc.<br>6. Other matters prescribed by Presidential Decree as necessary for adaptation to the climate crisis.<br><br>Chapter 7 sets a range of obligations to the State with regard to just transition.&nbsp;<br>Chapter 8 charges the government to take measures related to its Green Growth Policy, notably to boost the industry.<br>Chapter 9 deals with the implementation of a Carbon Neutral Society and Spread of Green Growth and introduces the concept of practice solidarity in climate efforts.<br>Chapter 11 mandates the government to cooperate internationally on climate matters."
10820,Act on the Promotion of Smart City Development and Industry ,legislative,South Korea,KOR,"",Adaptation;Mitigation,"Standards, obligations and norms|Regulation;Subsidies|Economic;Planning|Governance;Subnational and citizen participation|Governance;Education, training and knowledge dissemination|Information;Research & Development, knowledge generation|Information",Act,"",development;cities,Buildings;Energy;Industry;Urban,17/01/2017|Law passed||;16/03/2021|Last amendment||,Full text - Official English Translation|https://elaw.klri.re.kr/eng_service/lawView.do?lang=ENG&hseq=56560|,,"The purpose of this Act is to contribute to improving the quality of life of citizens, promoting balanced national growth, and strengthening national competitiveness by providing for matters relating to efficiently promoting developing, managing, and operating smart cities and industries to improve the competitiveness of cities and to facilitate their sustainable development.&nbsp;</div><div><br>Article 42-2 (<em>Special Cases for the Act on the Promotion of the Development, Use and Diffusion of New and Renewable Energy</em>) states that the Minister of Land, Infrastructure and Transport may determine the scope of renewable energy in a national pilot smart city. The Minister is required to consult in advance. It also states that a person who intends to supply new energy and renewable energy may install, operate and manage new energy and renewable energy facilities located in or adjacent rivers, topography and facilities in the national pilot smart city.&nbsp;"
10824, Act 18323/2021 on Promotion of Development and Distribution of Environment-Friendly Motor Vehicles,legislative,South Korea,KOR,"",Mitigation,"Capacity building|Governance;Institutional mandates|Governance;Research & Development, knowledge generation|Information",Act,"","",Industry;Transport,27/07/2021|Approved||,Full text|https://elaw.klri.re.kr/kor_service/lawView.do?lang=ENG&hseq=57595&joseq=JO0002000|en,,"This act promotes the development and distribution of electric vehicles, solar-powered vehicles, hybrid vehicles, hydrogen vehicles, and other technologies that meet environmental standards. It charges the Minister of Trade, Industry and Energy to establish a master plan, and an implementation plan, to promote the development and distribution of environment-friendly motor vehicles every five years."
4391,Sri Lanka Sustainable Energy Authority Act,legislative,Sri Lanka,LKA,"",Mitigation,"Provision of climate funds|Direct Investment;Institutional mandates|Governance;Processes, plans and strategies|Governance",Law,"",Institutions / Administrative Arrangements;Energy Supply;Energy Demand,Agriculture;Buildings;Energy;Industry;Transport,18/09/2007|Law passed,Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcUVIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--cd7063ae3f903abc62165502bef4a79dfbd1aa6b/f|,,"This Act establishes the Sri Lanka Sustainable Energy Authority. The document sets the composition and duties of the Authority.&nbsp;<br><br>The Authority is in charge of 1) identify, assess and develop renewable energy resources with a view to enhancing energy security and thereby derive economic and social benefits to the country, 2) identify, promote, facilitate, implement and manage energy efficiency improvement and energy conservation programmes for use of energy in domestic, commercial, agricultural, transport, industrial and any other relevant sector, 3) promote security, reliability and cost- effectiveness of energy delivery to the country, by policy development and analysis and related information management, and 4) ensure that adequate funds are available for the Authority to implement its objects, consistent with minimum economic cost of energy and energy security for the nation.&nbsp;<br><br>The Authority must also analyse and recommend policies and prepare plans aimed at promoting and developing renewable energy resources. Art. 46 establishes the Sri Lanka Sustainable Energy Fund, which shall be notably financed by fees chargeable from developers for managing the carbon asset of Sri Lanka."
8816,Disaster Management Act (Act No. 13 of 2005),legislative,Sri Lanka,LKA,"",Adaptation;Disaster Risk Management,"Capacity building|Governance;Processes, plans and strategies|Governance",Act,"",Adaptation;Disaster Risk Management,"",13/05/2005|Law passed||,Disaster Management Act 2005|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaUFGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9fa6c85bc99b461a9c8390fe8f7933e85d6c7d4d/f|,,"The Disaster Management Act's main purpose is to protect human life and the environment of Sri Lanka from the consequences of natural disasters by preparing national policies and plans, and by appointing centrally coordinated committees and institutions to give effect to such policies and plans."
8523,"Electricity Act, 2016",legislative,Suriname,SUR,"",Mitigation,"Subsidies|Economic;Institutional mandates|Governance;Processes, plans and strategies|Governance",Law,"",Institutions / Administrative Arrangements;Carbon Pricing;Energy Supply;Energy Demand,Energy,01/03/2016|Law passed,full text (pdf)|https://www.nvebs.com/wp-content/uploads/2016/03/Elektriciteitswet-2016-zoals-goedgekeurd-door-DNA-dd-1-maart-2016.pdf|nl;full text (pdf)|http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/SURelectricityact16.pdf|nl,,"The Electricity Act of 2016 aims at updating Suriname power market's regulations to improve the technical and financial situation of the sector, and allow for privatisations and enhancing the regulatory framework through the creation of the Energy Authority of Suriname and the publication of an Electricity Sector Plan every five years. The Act also phases-out retail price subsidies and introduce renewable energy tenders.<br>&nbsp;<br>&nbsp;The low electricity prices have been a major barrier to the update of renewables in Suriname. The Electricity Act thus aims at reducing subsidies while also improving energy efficiency. Renewable energy from solar and wind sources will benefit from a purchase guarantee. The Act also introduces net metering rules to enable decentralised production and marketisation of renewable energy."
8557,Energy Conservation Law (Law no 3 of 2009),legislative,Syria,SYR,"",Mitigation,"Processes, plans and strategies|Governance",Law,"",Energy Supply;Energy Demand,Energy;Social development,22/02/2009|Law passed,,,"The Law on Energy Conservation aims at supporting economic and social development, and extending the extraction time of oil reserves as much as possible. The law seeks a rationalisation of energy consumption, energy efficiency in all fields, and the adoption renewable energy resources. The National Energy Research Center is charged with edict and coordination of energy efficiency measures in all appropriate sectors."
8558,Law no 32 on the electric sector,legislative,Syria,SYR,"",Mitigation,Tax incentives|Economic,Law,"",Institutions / Administrative Arrangements;Energy Supply;Energy Demand,Energy;Industry,25/12/2010|Law passed,,,"<br />
<br />
<br />
<br />
<br />
The Law no 32/2010 on the electric sector modifies the institutional framework regulating the electricity market. Articles 2 (3) and 3 (1) aim at supporting the production and use of renewable energy, alongside enhanced energy efficiency. Article 28 sets preferable tariffs to small private producers and from industrial actors when the energy surplus can be sent to the grid.<br />
<br />
<br />
<br />
<br />
<br />
<br />"
9047,Law No. 6 of 2018 on Forestry,legislative,Syria,SYR,"",Adaptation;Disaster Risk Management;Mitigation,"Standards, obligations and norms|Regulation",Law,"",Institutions / Administrative Arrangements;Disaster Risk Management;Redd+ And Lulucf,LULUCF;Tourism,04/03/2018|Law passed,Full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcjRFIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--bed6f360b5e522aa20545d246e9eb2fbfa355800/f|,,"This act requires the Forestry Ministry to establish local forestry committees, issue regulations for permitting resource extraction from forests, requires the government to undertake reforestation measures after wildfires, allows the government to establish protected forest lands, and requires the Forest Ministry and Tourism Ministry to create a National Ecotourism System."
8613,Electricity Act,legislative,Taiwan,TWN,"",Mitigation,"Subsidies|Economic;Tax incentives|Economic;Processes, plans and strategies|Governance",Law,"",Energy Supply;Energy Demand,Energy;Transport,26/01/2017|Law passed,Full text|http://law.moj.gov.tw/Eng/LawClass/LawAll.aspx?PCode=J0030011(12-mar-18)|,,"This Act aims at developing and better managing the national electric power resources, regulating electricity supply, facilitating the transformation of energy production, reducing carbon emissions, promoting a diverse energy supply, fair competition and reasonable business practice, protecting the interest of the users, and improving the welfare of the society, so as to fulfil sustainable development.<br />
<br />
The Act seeks in particular to promote renewable energy and energy efficiency."
8615,Renewable Energy Development Act,legislative,Taiwan,TWN,"",Mitigation,Tax incentives|Economic,Law,"",Energy Supply;Energy Demand,Energy,08/07/2009|Law passed,"Full text|https://law.moj.gov.tw/LawClass/LawContent.aspx?PCODE=J0130032(12-mar-18),http://law.moj.gov.tw/Eng/LawClass/LawAll.aspx?PCode=J0130032(12-mar-18)|",,"This Act aims at encouraging renewable energy use, promoting energy diversification, improving environmental quality, assisting relevant industries and enhancing sustainable development in Taiwan.<br />
<br />
The Ministry of Economic Affairs details a yearly <a href=""https://www.moeaboe.gov.tw/ECW/english/content/Content.aspx?menu_id=3008"">formula for calculating feed-in tariffs for renewables</a>.<br />"
8616,Climate Change Response Act ,legislative,Taiwan,TWN,Adaptation;Mitigation,Adaptation;Mitigation,"Tax incentives|Economic;Nature based solutions and ecosystem restoration|Direct Investment;Capacity building|Governance;Processes, plans and strategies|Governance",Law;Framework,"",Adaptation;Institutions / Administrative Arrangements;Research And Development;Carbon Pricing;Energy Supply;Energy Demand;Redd+ And Lulucf;Transport,Agriculture;Economy-wide;Environment;LULUCF;Social development;Transport,01/07/2015|Law passed||;15/02/2023|Law amended and renamed||,Full text English translation of 2015 Act|https://adapt.epa.gov.tw/eng/dispPageBox/files/741.pdf|en;Full text English translation of 2023 Act |https://oaout.epa.gov.tw/law/EngLawContent.aspx?id=303|en;Full text of 2023 Act |https://oaout.epa.gov.tw/law/LawContent.aspx?id=GL005511|zh,,"This Act amends and renames the Greenhouse Gas Reduction and Management Act 2015. This Act establishes Taiwan's goal to achieve net zero emissions by 2050 and sets out requirements to formulate decarbonisation and adaptation strategies. The Act also defines a just transition and requires competent authorities to consult with communities that are impacted by the transition, establish national just transition action programs and allocate funds towards such plans.&nbsp;<br><br>This Act prescribes multiple decarbonisation measures, including a cap-and-trade system, carbon levies for domestic emission sources, subsidies and grants to incentivise green technologies, requirements to label carbon footprint on products, and a tax on imports of carbon intensive products designated by regulatory authorities. There are provisions setting out corresponding penalties for non-compliance.&nbsp;<br><br>This Act also establishes a GHG Management Fund, which is derived multiple sources, including the carbon levies and the state's budget.&nbsp;<br><br><br>"
1705,The Environmental Management Act (EMA),legislative,Tanzania,TZA,"",Adaptation;Mitigation,"Provision of climate funds|Direct Investment;Capacity building|Governance;Processes, plans and strategies|Governance;International cooperation|Governance;Education, training and knowledge dissemination|Information",Law,"",Adaptation;Institutions / Administrative Arrangements;Research And Development;Energy Supply;Transport,LULUCF;Transport;Waste,25/12/2005|Law passed,Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb2NJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c58c5a90f096b8c27cf3459b702f3aee05d54d6d/f|,,"Note: The EMA is currently under review and expected to be finalsed in early 2018.<br />
<br />
The EMA provides for a legal and institutional framework for sustainable management of the environment. It also outlines principles for management, impact and risk assessments, prevention and control of pollution, waste management, environmental quality standards, public participation, compliance and enforcement. It goes on to establish a basis for the implementation of international instruments on environment, as well as providing for the implementation of the National Environment Policy, repealing the National Environment Management Act of 1983 and advocating the continued existence of the National Environment Management Council. The EMA provided for the establishment of environmental units in all sectors and ministries as conduits of linkage and collaboration in spearheading rational utilization of environmental and natural resources.<br />
Finally, it provides for establishment of The National Environmental Advisory Committee to oversee other related matters.<br />
<br />
EMA establishes the following government bodies with respective powers and responsibilities:<br />
<br />
- The Ministry for Environment is established within the Office of the Vice- President, and is responsible for overall co-ordination and policy articulation of environmental management in the country and provision of the central support functions;<br />
- The National Environmental Advisory Committee (NEAC) advises the Minister responsible for environment and other bodies of government;<br />
- The National Environment Management Council (NEMC) is responsible for enforcement of EMA;<br />
- Sector Environment Sections deliver oversight and management of environmental sectors regarding EMA;<br />
- Regional Secretariats are empowered to designate Regional Environmental Management Experts (REMEs);<br />
- The Regional Environmental Management Expert (REME) is responsible for advising and overseeing implementation and enforcement of EMA at the regional level;<br />
- Local Government Authorities (City, Municipal, District, Township) are empowered to designate or appoint Environmental Management Officers;<br />
- Environmental Management Officers are responsible for oversight of implementation of EMA at the local levels;<br />
- Environmental Committees are established at different LGAs levels with responsibility for oversight and implementation of the EMA within their jurisdiction.<br />
<br />
The Act gives the Local Government Authorities mandate to ensure environmental compliance in their areas of jurisdiction. Additionally, local authorities are charged with drafting Environmental Action Plans relevant to their geographical areas, in compliance with the National Environmental Action Plan.<br />
<br />
The EMA also specifically addresses areas directly or indirectly relevant to climate change. The Act instructs the Minister for Environment (and relevant sector ministries) to take measures to address climate change, with a particular focus on the impacts of climate change and adaptation measures. The Act also manages forests in accordance with the Management of Forest Resources Act of 2002. Furthermore, the Act authorises the Minister and relevant sector Ministries to establish land management guidelines and land planning directives, and allocates responsibility for protection, improvement and nourishment of land to its users and occupiers. Finally, all developers of projects are required to carry out an environmental impact assessment to be reviewed by the National Environment Management Council. Bills, regulations, policies, strategies, programmes and plans that may impact the environment or natural resources are required to conduct and submit a Strategic Environmental Assessment Statement that outlines the likely effects."
9220,Tanzania Agricultural Research Institute Act (No. 10 of 2016),legislative,Tanzania,TZA,"",Adaptation,"Institutional mandates|Governance;Processes, plans and strategies|Governance",Act,"",Adaptation;Research And Development,Agriculture;Transport,30/09/2016|Law passed,full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbUVGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--249a25e1497a2e03d7e8e8928a29775a72d6e3cb/f|,,"This Act establishes the Tanzania Agricultural Research Institute (TARI) as a body corporate and provides with respect to its functions, powers, administration, etc. The Act also establishes the Agricultural Research Development Fund and provides for registration of agricultural research projects and service providers. A person shall not provide or carry out agricultural research service under this Act, unless that person is registered by the Institute as an agricultural research service provider.
Climate change resilience is included as one of the research topics."
9222,Disaster Management Act (No. 17 of 2015),legislative,Tanzania,TZA,"",Adaptation;Disaster Risk Management,Capacity building|Governance;Institutional mandates|Governance,Act,"",Adaptation,"",11/05/2015|Law passed||,full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbUlGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--62283b14af1134700965d306076c2fb35c141df4/f|,,"This Act provides guidelines and measures for disaster prevention, preparedness, mitigation and response measures and establishes the Disaster Management Agency and the Disaster Management Fund. The Agency is established as a body corporate and shall be managed by the Disaster Management Council. The Act also designates Regional, District, Ward and Village Disaster Management Committees. The Agency shall, with approval of the Minister, prepare and maintain the Disaster Management Plan."
9224,Public Health Act (No. 1 of 2010),legislative,Tanzania,TZA,"",Adaptation,"Standards, obligations and norms|Regulation",Act,"",Adaptation,Health;Waste;Water,25/12/2010|Law passed,full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaG9GIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9cb04451f7b4725aed84898bf94a55f1073581fb/f|,,"This Act makes provision with respect to matters of public health in Tanzania including control of (communicable) diseases, water pollution in ports, control of mosquitoes, sanitation, solid, liquid and hazardous waste management, control of gasses, sanitary control and quarantine in ports, sewerage and drainage, food safety and hygiene and supply of safe water. It includes provisions related to the adoption of regulations with regard to Climate Change in Art. 171 subsection (m)."
1711,Energy Industry Act B.E. 2550,legislative,Thailand,THA,"",Mitigation,Capacity building|Governance;Institutional mandates|Governance,Law,"",Institutions / Administrative Arrangements;Energy Demand,Energy;Industry;Transport,11/12/2007|Law passed,Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb1FJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b2367f45ce776fb90c848cd7f2e1fb3fe4734d81/f|,,"The Act established the Energy Regulatory Commission (ERC) to regulate the energy industry, to prevent abuse of power and protect energy consumers and those adversely affected by energy industry operations. In energy efficiency and conservation, the ERC has the following authority and duties:<br />
1) Establish measures to ensure security and reliability of the power system;<br />
2) Inspect the energy industry operations of licensees to ensure efficiency and transparency;<br />
3) Promote knowledge and awareness in relation to energy;<br />
4) Promote and support human resources development in order to increase efficiency in the energy industry;<br />
5) Promote economical and efficient use of energy and the use of renewable energy and low-impact energy, with due consideration of the efficiency of the electricity industry operations and the balance of natural resources."
1712,Energy Conservation Promotion Act B.E. 2535 and B.E. 2550,legislative,Thailand,THA,"",Mitigation,"Institutional mandates|Governance;Education, training and knowledge dissemination|Information",Law,"",Institutions / Administrative Arrangements;Energy Demand,Buildings;Energy;Transport;Waste,03/04/1992|Law passed;01/06/2008|Law amended,Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb0lJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a227207797d80a5682849c25aabccceec2cf1188/f|;Full text - part 2|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb01JIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e705fba7deb1472bde9e8e4db9bb705fc5b7b522/f|,,"The Energy Conservation Promotion Act has three main components: A compulsory programme that requires 'designated' factories and buildings to conduct energy audit, set targets for energy conservation. It includes a voluntary programme with a focus on small- to medium-sized companies and a complementary programme covering research programmes and awareness raising activities. Measures include:<br />
- Improvement in combustion efficiency of fuels<br />
- Energy recycling (waste heat recovery)<br />
- Prevention of energy loss<br />
- More efficient use of electricity<br />
The act created the Energy Conservation Promotion Fund to finance projects and research related to the issue of energy conservation."
4774,Decree-Law No. 26/2012 establishing the Environmental Basic Law,legislative,Timor-Leste,TLS,"",Adaptation,"Processes, plans and strategies|Governance",Decree Law,"",Adaptation,"",26/06/2012|Law passed,Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaE1IIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--7518529d95b520b70e349b9aaaddceff0846a9a0/f|,,"Provides that the State should implement the necessary adaptation and mitigation measures to climate change to promote the reduction of greenhouse gas emissions to the atmosphere, their removal by sinks and the minimization of the negative effects of climate change impacts on biophysical systems."
4775,Law No. 3/2012 on the legal authorisation for Environmental Basic Law,legislative,Timor-Leste,TLS,"",Adaptation,"Standards, obligations and norms|Regulation",Law,"",Adaptation,"",13/01/2012|Law passed,Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbDRIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--68f9d5bcd560cdc27076b5c99899be383a9a865f/f|,,Refers to the need to implement necessary measures for climate change mitigation and adaptation.
4776,Regulation No. 9/2007 approving the National Policy for the Forestry Sector,legislative,Timor-Leste,TLS,"",Adaptation;Mitigation,"Standards, obligations and norms|Regulation",Law,"",Redd+ And Lulucf,LULUCF,26/07/2007|Law passed,Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbDBIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--2b3a0119df3f81596fc1b4155c9f14dbcee83752/f|,,"Emphasises the role of forests, and afforestation, in tackling climate change."
4777,"Decree-Law No. 01/2013 establishing the structure of the Ministry of Trade, Industry and Environment",legislative,Timor-Leste,TLS,"",Adaptation,"Institutional mandates|Governance;Processes, plans and strategies|Governance",Decree Law,"",Adaptation;Institutions / Administrative Arrangements,"",23/01/2013|Law passed,Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaEVIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--4dc445ce46fa7bf58ab18be03c85ee413f08867c/f|,,Establishes and specifies the responsibilities of the National Directorate for International Environmental Issues for Climate Change.
10982,Decree-law 6/2020 instituting the legal regime for the protection and conservation of biodiversity,legislative,Timor-Leste,TLS,"",Adaptation;Mitigation,Carbon pricing & emissions trading|Economic;Nature based solutions and ecosystem restoration|Direct Investment,Decree Law,"",Biodiversity,Environment,06/02/2020|Approved||,Full text in official journal (PDF)|https://www.mj.gov.tl/jornal/public/docs/2020/serie_1/SERIE_I_NO_6_A.pdf|pt,,"This document establishes the legal regime applicable to the conservation of biodiversity and the sustainable use of its components. It notably seeks to shield it from the adverse effects of climate change.&nbsp;<br><br>Article 58 economic instruments and incentives of a non-monetary nature are intended to encourage the conservation of biodiversity and the sustainable use of its components, from a perspective of environmental sustainability and solidarity between generations.&nbsp;The instruments and incentives provided for in the previous number may include the creation of fees for services rendered, payments for environmental services, carbon credit mechanisms, transfer of technology or methodologies necessary for the conservation of biodiversity."
4724,Law 2008-005 - Framework Law on the Environment,legislative,Togo,TGO,"",Adaptation;Mitigation,"Standards, obligations and norms|Regulation",Law,"",Institutions / Administrative Arrangements,LULUCF;Transport,30/05/2008|Law passed,Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb1VIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e3f6672ebb7e3a741f2c8cddb159ca38265755a9/f|,,"This law sets the general legal framework for environmental management in Togo. It aims to 1) preserve and sustainably manage the environment, 2) guarantee to all citizens an ecologically sound living environment and balanced, 3) create conditions for rational and sustainable management of resources natural for present and future generations, 4) establish the basic principles for managing, preserving the environment against all forms of degradation in order to develop natural resources, to fight against all kinds of pollution and nuisances, and 5) sustainably improve the living conditions of the population while respecting the balance with the surrounding environment.

Article 134. The State shall combat desertification and climate change by ensuring the protection of forests, rangelands and pastures against all forms of degradation, pollution or destruction resulting in particular from overexploitation, overgrazing, excessive clearing , fires, burns or the introduction of unsuitable species.

Article 135. The State may, in the context of the fight against climate change and desertification, grant subsidies in kind or in cash to local authorities, associations, community-based organizations and any natural person carrying out significant activities in these areas. areas."
8697,Law 2018-010 on the promotion of electricity generation from renewable sources,legislative,Togo,TGO,"",Mitigation,"Processes, plans and strategies|Governance",Law,"",Energy Supply;Energy Demand,Buildings,24/07/2018|Law passed||,,,"This law aims at enabling the country to enjoy 50 % of renewable sources in its mix of electricity supply by 2030, in line with its electrification strategy spanning the period 2018 to 2030 (Horizon 2030). The law puts in place a legal framework to attract investors in the production and commercialisation areas. Solar and hydro sources are prioritised, while micro generation by citizens is also encouraged."
10376,Finance laws 2020 and 2021,legislative,Togo,TGO,"",Mitigation,Tax incentives|Economic,Act,"",Transport;EV;Electricity,Finance,18/12/2019|Approved||;18/12/2020|New finance law voted in||,Full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcFlPIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--fb48155469c8ecfbf4004dda7870760135209ceb/JOS_24_12_2020%20-%2065%20E%20ANNEE%20N%C2%B047%20BIS.pdf|fr,,This law notably provides for exemptions or relief from the tax burden (customs duties and VAT) on the import of new electric and hybrid vehicles. It applies for a duration of maximum five years.&nbsp;
4334,Environment Management Act 2010,legislative,Tonga,TON,"",Adaptation;Mitigation,"Institutional mandates|Governance;Processes, plans and strategies|Governance;Research & Development, knowledge generation|Information",Law,"",Institutions / Administrative Arrangements,Economy-wide,27/08/2010|Law passed,Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcXdIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--bd5a9e71884955101f1fd67dba8b8449ca6ff4f2/f|,,"This Act establishes the Ministry of Environment and Climate Change. It seeks to 1) coordinate the role of Government in relation to all environmental management, including climate change issues, and decision-making processes, 2) promote meaningful public involvement in relation to issues of environment management, including climate change, 3) ensure the observance within the Kingdom of its international obligations relating to the protection of the environment, 4) promote the concept of sustainable development in relation to the environment and natural resources of the Kingdom, 5) facilitate an assessment of the impacts on the environment of any activity likely to affect it, prior to a proposed activity taking place, and 6) promote the understanding, management, conservation and protection of the biological diversity of the Kingdom; and facilitate implementation of measures to increase the resilience of the Kingdom and its environment to climate change.

The Act further details the composition and duties of the Ministry."
